gender,age,amount_music,life_enjoyment,resilience,balanced_life,emotional_flex,self_actualization,songs,trauma,id_master,total_health,health_categorical,song_order,id_song,song,artist,energy,dance,liveness,valence,tempo,instrumental,acoustic,popularity,genres
Male,18 - 30,1 - 2,2,3,4,2,5,Remembering SundayAll Time Low,Yes,88,16,1.0,1,88.0,Remembering Sunday,All Time Low,0.602,0.45,0.141,0.316,170.043,0.0,0.15,61.0,['pop rap']
Male,18 - 30,1 - 2,2,3,4,2,5,Say it feat. Tove Lo flume,Yes,88,16,1.0,2,88.0,Say It (feat. Tove Lo),Flume,0.532,0.598,0.0617,0.261,74.96300000000002,3.22e-06,0.0668,67.0,"['australian alternative rock', 'australian dance', 'downtempo', 'edm', 'pop']"
Male,18 - 30,1 - 2,2,3,4,2,5,Grow Up Paramore,Yes,88,16,1.0,3,88.0,Grow Up,Paramore,0.884,0.5379999999999999,0.0947,0.426,92.999,2.08e-06,0.0135,56.0,"['candy pop', 'emo', 'pixie', 'pop emo', 'pop punk']"
Male,18 - 30,0 - 1,4,3,3,3,4,Too Good,No,89,17,1.0,2,89.0,Too Good At Goodbyes,Sam Smith,0.373,0.6609999999999999,0.177,0.523,91.5,0.0,0.615,81.0,['pop']
Female,18 - 30,1 - 2,3,2,3,1,3,Oasis Kygo,Yes,90,12,0.0,1,90.0,Oasis (feat. Foxes),Kygo,0.67,0.606,0.354,0.212,119.96,6.6e-06,0.138,62.0,"['edm', 'pop', 'tropical house']"
Female,18 - 30,1 - 2,3,2,3,1,3,Raging Kygo,Yes,90,12,0.0,2,90.0,Raging,Kygo,0.6890000000000001,0.55,0.207,0.408,99.904,0.0,0.0498,67.0,"['edm', 'pop', 'tropical house']"
Male,18 - 30,0 - 1,3,2,1,5,3,Who future and young thug,No,91,14,0.0,2,91.0,Who,DJ ESCO,0.635,0.846,0.34299999999999997,0.51,110.03399999999999,0.0,0.0969,47.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
Male,18 - 30,0 - 1,3,2,1,5,3,Gas panic oasis,No,91,14,0.0,3,91.0,Gas Panic!,Oasis,0.677,0.365,0.40299999999999997,0.261,147.906,0.0033,0.0111,34.0,"['britpop', 'madchester', 'permanent wave', 'rock']"
Male,30+,1 - 2,2,5,3,6,5,United we dance vicetone,No,92,21,1.0,2,92.0,United We Dance - Vicetone Edit,Vicetone,0.65,0.594,0.267,0.106,126.0,0.0142,0.013999999999999999,59.0,"['big room', 'brostep', 'catstep', 'dance pop', 'deep big room', 'edm', 'electro house', 'pop', 'progressive electro house', 'tracestep', 'tropical house']"
Male,30+,1 - 2,2,5,3,6,5,By your side jonas blue feat raye,No,92,21,1.0,3,92.0,By Your Side (Originally Performed By Jonas Blue Feat. RAYE),New Tribute Kings,0.722,0.768,0.0807,0.29,122.975,0.0056700000000000006,0.387,3.0,[]
Female,18 - 30,2+,3,3,5,4,5,R.O.D GDragon,No,93,20,1.0,1,93.0,R.O.D.,"G-DRAGON, Lydia Paek",0.852,0.6729999999999999,0.10400000000000001,0.586,144.953,0.0,0.031,45.0,['k-pop']
Female,18 - 30,2+,3,3,5,4,5,Rendez Vous Inna,No,93,20,1.0,3,93.0,Rendez Vous,INNA,0.799,0.903,0.0545,0.825,119.0,0.00126,0.32,35.0,['dance pop']
Female,18 - 30,0 - 1,2,3,5,2,5,World is Yours  Genius P.J's and Daoko,Yes,94,17,1.0,1,94.0,world is yours,"Genius P.J's, Daoko",0.895,0.431,0.0866,0.24600000000000002,147.734,0.0,0.0147,3.0,['brooklyn drill']
Female,18 - 30,0 - 1,2,3,5,2,5,Heartburn Wafia,Yes,94,17,1.0,2,94.0,Heartburn - Jarami Remix,Wafia,0.513,0.647,0.39299999999999996,0.445,103.07700000000001,0.0,0.509,53.0,"['aussietronica', 'deep australian indie', 'electropop']"
Female,18 - 30,0 - 1,2,3,5,2,5,Bottle of Jack Mikey Wax,Yes,94,17,1.0,3,94.0,Bottle of Jack - Achtabahn Deep House Remix,Mikey Wax,0.54,0.8,0.531,0.529,119.007,4.03e-06,0.009170000000000001,39.0,[]
Female,18 - 30,0 - 1,3,3,4,2,3,scars james bay,No,95,15,0.0,3,95.0,Scars,James Bay,0.451,0.424,0.11,0.212,129.768,0.00047999999999999996,0.09,51.0,"['neo mellow', 'pop']"
Female,18 - 30,2+,2,3,2,2,3,Can you hear the voice ,Yes,96,12,0.0,3,96.0,Can You Hear The Voice Of Buddha,Voice of Buddha,0.8540000000000001,0.5539999999999999,0.336,0.532,130.97799999999998,0.0785,0.00611,6.0,[]
Female,18 - 30,2+,5,4,5,4,6,Lay Low Crystal Fighters,No,97,24,1.0,1,97.0,Lay Low,Crystal Fighters,0.746,0.322,0.682,0.508,99.40700000000001,3.4399999999999996e-05,0.0525,25.0,"['alternative dance', 'indietronica', 'new rave']"
Female,18 - 30,2+,5,4,5,4,6,It's Strange Louis the Child,No,97,24,1.0,2,97.0,It's Strange (feat. K.Flay),Louis The Child,0.4920000000000001,0.8370000000000001,0.102,0.41700000000000004,85.95100000000002,0.0401,0.371,68.0,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']"
Female,18 - 30,2+,5,4,5,4,6,Limelight Just A Gent,No,97,24,1.0,3,97.0,Limelight (NGHTMRE Remix),Just A Gent,0.5760000000000001,0.574,0.20800000000000002,0.287,145.094,0.00147,0.0579,65.0,"['aussietronica', 'bass trap', 'brostep', 'edm', 'electronic trap', 'tropical pop edm', 'vapor soul', 'vapor twitch']"
Female,18 - 30,2+,4,3,5,4,4,Heat swing machal montano,No,98,20,1.0,1,98.0,Temperature,Machel Montano,0.9640000000000001,0.802,0.261,0.6809999999999999,127.98299999999999,0.0,0.12,19.0,"['chutney', 'dancehall', 'soca']"
Female,18 - 30,2+,4,3,5,4,4,Controllerdrake,No,98,20,1.0,2,98.0,Controlla,Drake,0.46799999999999997,0.59,0.10099999999999999,0.349,92.287,0.0,0.0789,73.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
Female,18 - 30,2+,4,3,5,4,4,La gente de gorza mark anthony,No,98,20,1.0,3,98.0,La Gozadera (feat. Marc Anthony),Gente De Zona,0.9890000000000001,0.616,0.172,0.902,95.036,0.0,0.166,74.0,"['cubaton', 'latin', 'latin hip hop', 'latin pop']"
Male,18 - 30,0 - 1,5,5,5,5,5,Feel Invincible Skillet,No,99,25,1.0,2,99.0,Feel Invincible,Skillet,0.8859999999999999,0.603,0.26,0.395,126.025,0.0,0.00045,72.0,"['alternative metal', 'christian alternative rock', 'christian music', 'christian rock', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']"
Female,18 - 30,1 - 2,3,4,4,3,5,Close,Yes,100,19,1.0,2,100.0,Close Friends (Lil Baby & Gunna),Lil Baby,0.585,0.665,0.0789,0.6579999999999999,158.953,0.0,0.044000000000000004,81.0,"['pop rap', 'rap', 'trap music']"
Female,18 - 30,1 - 2,3,4,4,3,5,I'm sexy and i know it,Yes,100,19,1.0,3,100.0,I'm Sexy and I Know It,Tim Yacket,0.9309999999999999,0.753,0.5720000000000001,0.713,129.976,0.0,0.0429,40.0,[]
Female,18 - 30,2+,2,4,5,4,5,Bungalow Scott Helman,No,101,20,1.0,2,101.0,Bungalow,Scott Helman,0.828,0.7070000000000001,0.107,0.5379999999999999,119.984,1.77e-06,0.0415,50.0,['canadian folk']
Female,18 - 30,2+,2,4,5,4,5,Cross My Mind A R I Z O N A ,No,101,20,1.0,3,101.0,Cross My Mind Pt. 2 (feat. Kiiara),A R I Z O N A,0.805,0.632,0.161,0.429,93.009,5.8299999999999994e-05,0.0646,69.0,"['dance pop', 'deep tropical house', 'electropop', 'indie poptimism', 'pop', 'tropical house']"
Female,18 - 30,2+,5,2,5,1,1,Never Wrong Disturbed,No,102,14,0.0,1,102.0,Never Wrong,Disturbed,0.996,0.629,0.314,0.348,104.97399999999999,0.00028399999999999996,0.0009310000000000001,54.0,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']"
Female,18 - 30,2+,5,2,5,1,1,Animals Maroon 5,No,102,14,0.0,2,102.0,Animals,Maroon 5,0.742,0.27899999999999997,0.593,0.32799999999999996,189.868,0.0,0.000185,74.0,['pop']
Female,18 - 30,2+,5,2,5,1,1,Pulse of the Dead Parasite Inc,No,102,14,0.0,3,102.0,The Pulse of the Dead,Parasite Inc.,0.932,0.529,0.203,0.237,130.05,0.106,7.7e-05,43.0,['melodic death metal']
Male,18 - 30,1 - 2,2,2,4,2,6,That Girl Justin Timberlake,No,103,16,1.0,1,103.0,That Girl,Justin Timberlake,0.354,0.728,0.132,0.636,132.762,0.0,0.76,48.0,"['dance pop', 'pop']"
Male,18 - 30,1 - 2,2,2,4,2,6,$ Ty Dolla $ign,No,103,16,1.0,2,103.0,Psycho (feat. Ty Dolla $ign),Post Malone,0.5589999999999999,0.7390000000000001,0.11199999999999999,0.439,140.124,0.0,0.58,92.0,"['pop', 'rap']"
Male,18 - 30,1 - 2,2,2,4,2,6,3 Wayz Ty Dolla $ign,No,103,16,1.0,3,103.0,3 Wayz (feat. Travis Scott),Ty Dolla $ign,0.405,0.778,0.10400000000000001,0.0605,120.98100000000001,0.0,0.11199999999999999,54.0,"['hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'trap music']"
Female,18 - 30,0 - 1,2,4,2,3,6,Intro The XX,Yes,104,17,1.0,1,104.0,Intro,The xx,0.778,0.617,0.128,0.152,100.363,0.925,0.45899999999999996,67.0,"['downtempo', 'dream pop', 'indietronica', 'pop']"
Female,18 - 30,0 - 1,2,4,2,3,6,Conversation 16 The National,Yes,104,17,1.0,2,104.0,Conversation 16,The National,0.851,0.5539999999999999,0.24,0.513,116.976,0.9129999999999999,0.611,48.0,"['chamber pop', 'folk-pop', 'indie folk', 'indie pop', 'indie rock', 'modern rock', 'stomp and holler']"
Female,18 - 30,0 - 1,2,4,2,3,6,Queen of Peace Florence + The Machine,Yes,104,17,1.0,3,104.0,Queen Of Peace,Florence + The Machine,0.894,0.47,0.0903,0.311,126.03,5.400000000000001e-05,0.0322,53.0,"['chamber pop', 'folk-pop', 'pop']"
Male,18 - 30,1 - 2,5,6,6,4,5,Star boy,No,105,26,1.0,2,105.0,Waiting for a Star to Fall,Boy Meets Girl,0.7340000000000001,0.6559999999999999,0.301,0.591,116.24600000000001,9.990000000000004e-05,0.0896,59.0,['new wave pop']
Female,18 - 30,1 - 2,2,3,3,2,4,Lay Me Down Sam Smith,No,106,14,0.0,1,106.0,Lay Me Down,Sam Smith,0.19,0.46799999999999997,0.107,0.326,125.319,0.0,0.919,79.0,['pop']
Female,18 - 30,1 - 2,2,3,3,2,4,Grenade Bruno Mars,No,106,14,0.0,2,106.0,Grenade,Bruno Mars,0.5579999999999999,0.706,0.11800000000000001,0.22699999999999998,110.443,0.0,0.146,75.0,"['pop', 'post-teen pop']"
Female,18 - 30,1 - 2,2,3,3,2,4,Love Me Like You Do Ellie Goulding,No,106,14,0.0,3,106.0,"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,0.606,0.262,0.125,0.275,189.857,0.0,0.247,71.0,"['dance pop', 'edm', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'r&b', 'tropical house']"
Male,18 - 30,2+,3,2,3,2,4,The 12th Hour Sirenia,No,107,14,0.0,1,107.0,The 12th Hour,Sirenia,0.925,0.282,0.0711,0.265,180.125,0.0129,0.000172,20.0,"['gothic metal', 'gothic symphonic metal', 'norwegian metal', 'progressive metal', 'symphonic metal']"
Male,18 - 30,2+,3,2,3,2,4,Elan Nightwish,No,107,14,0.0,2,107.0,Élan,Nightwish,0.5820000000000001,0.575,0.139,0.297,127.94,0.000178,0.0103,57.0,"['finnish metal', 'gothic metal', 'gothic symphonic metal', 'power metal', 'progressive metal', 'symphonic metal']"
Male,18 - 30,2+,3,2,3,2,4,Colder End of the Dream,No,107,14,0.0,3,107.0,Colder,End of the Dream,0.813,0.147,0.156,0.22699999999999998,191.83700000000002,0.0199,0.000286,40.0,"['gothic symphonic metal', 'symphonic metal', 'symphonic power metal']"
Female,18 - 30,2+,4,2,2,2,3,Faster Amaranthe,No,108,13,0.0,1,108.0,Faster,Amaranthe,0.981,0.508,0.41100000000000003,0.302,150.026,0.0,5.720000000000002e-05,45.0,"['gothic symphonic metal', 'melodic death metal', 'power metal', 'progressive metal']"
Female,18 - 30,2+,4,2,2,2,3,Stay Sad Alice Said,No,108,13,0.0,2,108.0,Stay,Sad Alice Said,0.9490000000000001,0.475,0.34299999999999997,0.28800000000000003,139.975,0.00533,0.000439,18.0,"['fallen angel', 'gothic symphonic metal', 'symphonic metal']"
Female,18 - 30,2+,4,2,2,2,3,The Aging Man The Great Discord,No,108,13,0.0,3,108.0,The Aging Man,The Great Discord,0.823,0.505,0.35200000000000004,0.228,150.001,0.406,0.000817,28.0,[]
Female,18 - 30,2+,3,4,4,3,2,Like This DJ Henry X & Wizkid,No,109,16,1.0,1,109.0,Like This - AIRIETJA & Sonny Bass Remix,DJ Henry X,0.7509999999999999,0.499,0.154,0.6970000000000001,116.491,6.11e-05,0.261,26.0,[]
Female,18 - 30,2+,3,4,4,3,2,Girl Can't Be Herself Alicia Keys,No,109,16,1.0,2,109.0,Girl Can't Be Herself,Alicia Keys,0.848,0.696,0.0918,0.871,88.64,0.0,0.00238,36.0,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
Female,18 - 30,0 - 1,4,5,6,4,4,Seven years Lukas Graham,No,110,23,1.0,2,110.0,7 Years,Lukas Graham,0.473,0.765,0.391,0.34,119.992,0.0,0.287,82.0,['danish pop']
Female,18 - 30,0 - 1,4,5,6,4,4,The little drummer boy Pentatonix,No,110,23,1.0,3,110.0,Little Drummer Boy,Pentatonix,0.41100000000000003,0.713,0.0763,0.626,134.007,7.190000000000001e-05,0.3,59.0,['a cappella']
Male,18 - 30,2+,6,6,6,6,6,Beibs In The Trap Travis Scott,Yes,111,30,1.0,1,111.0,beibs in the trap,Travis Scott,0.5710000000000001,0.743,0.29100000000000004,0.495,119.054,0.0,0.24,71.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
Male,18 - 30,2+,6,6,6,6,6,Brown Boy Nav,Yes,111,30,1.0,2,111.0,Brown Boy,NAV,0.866,0.863,0.201,0.873,147.055,0.0,0.16399999999999998,47.0,[]
Male,18 - 30,1 - 2,3,3,3,3,4,This promise Sam tsui,Yes,112,16,1.0,3,112.0,This Promise,Sam Tsui,0.701,0.51,0.168,0.135,120.98899999999999,0.0,0.466,40.0,"['channel pop', 'post-teen pop', 'viral pop']"
Male,18 - 30,0 - 1,4,4,2,5,5,Cheat Codes & Dante Klein Let Me Hold You ,Yes,113,20,1.0,1,113.0,Let Me Hold You (Turn Me On) - Lost Stories & Crossnaders Remix Edit,Cheat Codes,0.659,0.612,0.0538,0.41700000000000004,98.015,0.0,0.0933,38.0,"['dance pop', 'edm', 'pop', 'post-teen pop', 'tropical house']"
Male,18 - 30,0 - 1,4,4,2,5,5,MØ Kamikaze,Yes,113,20,1.0,2,113.0,Kamikaze,MØ,0.878,0.6629999999999999,0.32799999999999996,0.7040000000000001,158.035,3.39e-06,0.0368,65.0,"['dance pop', 'danish pop', 'electropop', 'pop', 'tropical house']"
Female,18 - 30,2+,6,2,4,0,3,Holy,Yes,114,15,0.0,1,114.0,Holy,King Princess,0.585,0.614,0.0948,0.21100000000000002,169.905,0.000129,0.134,71.0,"['dance pop', 'electropop', 'pop']"
Female,18 - 30,2+,6,2,4,0,3,I got a pea,Yes,114,15,0.0,3,114.0,I Got a Pea,Bryant Oden,0.473,0.8809999999999999,0.09699999999999999,0.97,126.48200000000001,0.00011200000000000001,0.28600000000000003,22.0,"[""children's music""]"
Female,18 - 30,1 - 2,2,3,4,4,2,Get Busy Sean Paul,Yes,115,15,0.0,2,115.0,Get Busy,Sean Paul,0.8240000000000001,0.735,0.158,0.726,100.20200000000001,0.0,0.615,67.0,"['dance pop', 'dancehall', 'pop', 'pop rap']"
Female,18 - 30,2+,5,2,5,4,6,Run Wild Coleman Hell,No,116,22,1.0,3,116.0,Run Wild,Coleman Hell,0.847,0.662,0.145,0.441,127.986,3.81e-06,0.00264,32.0,"['canadian pop', 'indie poptimism', 'modern alternative rock', 'modern rock']"
Male,18 - 30,0 - 1,6,4,4,4,2,My Way Calvin Harris,No,118,20,1.0,1,118.0,My Way,Calvin Harris,0.9129999999999999,0.8190000000000001,0.161,0.536,119.98899999999999,3.72e-05,0.0935,80.0,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house']"
Male,18 - 30,0 - 1,6,4,4,4,2,The Ocean Mike Perry,No,118,20,1.0,2,118.0,The Ocean (feat. Shy Martin),Mike Perry,0.575,0.632,0.10400000000000001,0.188,90.037,1.81e-06,0.0225,78.0,"['dance pop', 'deep pop edm', 'deep tropical house', 'edm', 'electro house', 'pop', 'tropical house']"
Male,18 - 30,2+,2,3,2,4,4,Stormbending Devin Townsend Project,Yes,119,15,0.0,1,119.0,Stormbending,Devin Townsend Project,0.898,0.414,0.418,0.217,113.986,0.578,9.37e-05,45.0,"['alternative metal', 'canadian metal', 'djent', 'jazz metal', 'progressive metal', 'vancouver metal']"
Male,18 - 30,2+,2,3,2,4,4,Lune Periphery,Yes,119,15,0.0,2,119.0,Lune,Periphery,0.851,0.488,0.0943,0.337,134.99,0.0005009999999999999,0.0020800000000000003,43.0,"['djent', 'jazz metal', 'melodic metalcore', 'progressive metal']"
Male,18 - 30,2+,2,3,2,4,4,Dancers to a Discordant System Meshuggah,Yes,119,15,0.0,3,119.0,Dancers To A Discordant System,Meshuggah,0.996,0.255,0.18100000000000002,0.142,93.633,0.902,2.410000000000001e-05,38.0,"['alternative metal', 'death metal', 'djent', 'groove metal', 'jazz metal', 'metal', 'nu metal', 'progressive metal', 'swedish metal', 'technical death metal']"
Male,18 - 30,0 - 1,5,5,4,5,5,Treat You Better Shawn Mendes,No,120,24,1.0,2,120.0,Treat You Better,Shawn Mendes,0.8190000000000001,0.444,0.107,0.747,82.695,0.0,0.106,85.0,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']"
Male,18 - 30,0 - 1,3,2,5,4,6,Savage Mode,Yes,121,20,1.0,1,121.0,X (feat. Future),21 Savage,0.413,0.835,0.10099999999999999,0.111,149.004,0.00133,0.373,78.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
Male,18 - 30,0 - 1,3,2,5,4,6,Dip Dip,Yes,121,20,1.0,3,121.0,Dip,Tyga,0.562,0.877,0.0933,0.376,99.977,0.0,0.0152,82.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
Male,18 - 30,1 - 2,5,4,4,5,5,Not Nice PARTYNEXTDOOR,Yes,122,23,1.0,1,122.0,Not Nice,PARTYNEXTDOOR,0.496,0.598,0.12,0.725,128.06,0.00132,0.0253,69.0,"['hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap music', 'urban contemporary']"
Female,18 - 30,2+,2,4,5,3,5,Luv Tory Lanez,Yes,123,19,1.0,2,200.0,LUV,Tory Lanez,0.528,0.539,0.11699999999999999,0.252,190.169,0.0,0.0108,71.0,"['canadian hip hop', 'hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music']"
Male,18 - 30,2+,3,2,3,2,2,Shahzoda Ayrilamiz ,Yes,124,12,0.0,1,124.0,Ayrilamiz,Shahzoda,0.7879999999999999,0.6970000000000001,0.12300000000000001,0.5579999999999999,105.99700000000001,3.24e-05,0.00688,17.0,['uzbek pop']
Male,18 - 30,2+,3,2,3,2,2,beethoven moonlight sonata,Yes,124,12,0.0,2,124.0,"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto",Ludwig van Beethoven,0.00527,0.184,0.17300000000000001,0.151,170.612,0.887,0.995,68.0,"['classical', 'classical era', 'early romantic era']"
Male,18 - 30,2+,3,2,3,2,2,https://www.youtube.com/watch?v=xFrGuyw1V8s,Yes,124,12,0.0,3,124.0,Dancing Queen,ABBA,0.87,0.5429999999999999,0.792,0.754,100.804,0.0009390000000000001,0.358,81.0,"['europop', 'swedish pop']"
Female,18 - 30,1 - 2,4,5,6,2,4,Fast cars ,No,125,21,1.0,2,125.0,Fast Cars And Freedom,Rascal Flatts,0.8,0.617,0.179,0.634,117.955,3.19e-05,0.0172,58.0,"['contemporary country', 'country', 'country road', 'modern country rock']"
Female,18 - 30,1 - 2,4,5,6,2,4,Into the fire ,No,125,21,1.0,3,125.0,Into The Fire,Asking Alexandria,0.965,0.37799999999999995,0.28,0.303,175.043,0.000686,0.00016999999999999999,65.0,"['melodic metalcore', 'metalcore', 'rap metal', 'screamo', 'trancecore']"
Female,18 - 30,2+,6,6,6,5,4,Only u partynextdoor ,No,126,27,1.0,2,126.0,Only U,PARTYNEXTDOOR,0.7859999999999999,0.37,0.243,0.7559999999999999,65.568,0.0,0.306,53.0,"['pop', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap', 'urban contemporary']"
Male,18 - 30,1 - 2,4,4,4,5,5,Don't Like.1 Kanye West Chief Keef Pusha T Big Sean JadaKiss,No,127,22,1.0,1,127.0,Don't Like.1,Kanye West,0.628,0.6679999999999999,0.145,0.621,131.88,0.0,0.00822,64.0,"['pop rap', 'rap']"
Male,18 - 30,1 - 2,4,4,4,5,5,Send It Up Kanye West,No,127,22,1.0,2,127.0,Send It Up,Kanye West,0.547,0.698,0.32799999999999996,0.40399999999999997,93.00299999999999,6.34e-05,0.3,60.0,"['pop rap', 'rap']"
Male,18 - 30,1 - 2,4,4,4,5,5,I Am A God Kanye West,No,127,22,1.0,3,127.0,I Am A God,Kanye West,0.5379999999999999,0.516,0.163,0.294,112.053,0.000805,0.0341,62.0,"['pop rap', 'rap']"
Female,17 & Under,2+,3,4,3,3,5,Ocean Drive Duke Dumont,Yes,128,18,1.0,1,128.0,Ocean Drive,Duke Dumont,0.718,0.6859999999999999,0.11900000000000001,0.557,115.02600000000001,0.0007030000000000001,0.006370000000000001,76.0,"['dance pop', 'deep groove house', 'destroy techno', 'disco house', 'edm', 'house', 'pop', 'progressive house', 'tropical house']"
Female,17 & Under,2+,3,4,3,3,5,The Way You Want Me Lucky Rose,Yes,128,18,1.0,2,128.0,The Way You Want Me,Lucky Rose,0.634,0.6509999999999999,0.0694,0.34299999999999997,114.10799999999999,1.63e-06,0.21,49.0,[]
Female,17 & Under,2+,3,4,3,3,5,Electric Love Borns,Yes,128,18,1.0,3,128.0,Electric Love,BØRNS,0.797,0.611,0.26,0.518,120.041,0.00137,0.00543,76.0,"['dance pop', 'electropop', 'indie pop', 'indie poptimism', 'indie r&b', 'modern rock', 'pop']"
Female,17 & Under,2+,1,4,2,2,3,Can I Be Him? James Arthur,Yes,129,12,0.0,1,129.0,Can I Be Him,James Arthur,0.5429999999999999,0.696,0.0939,0.479,107.969,0.0,0.308,79.0,"['dance pop', 'neo mellow', 'pop', 'post-teen pop', 'talent show']"
Female,17 & Under,2+,1,4,2,2,3,Say You Wont Let Go James Arthur,Yes,129,12,0.0,2,129.0,Say You Won't Let Go,James Arthur,0.557,0.358,0.0902,0.494,85.04299999999998,0.0,0.695,85.0,"['dance pop', 'neo mellow', 'pop', 'post-teen pop', 'talent show']"
Female,17 & Under,2+,1,4,2,2,3,Satisfied Hamilton the Musical,Yes,129,12,0.0,3,129.0,Satisfied,Twinkle Twinkle Little Rock Star,0.271,0.531,0.0699,0.07,110.029,0.265,0.9259999999999999,11.0,['sleep']
Female,18 - 30,1 - 2,1,5,4,6,6,Someone like you Adele,No,130,22,1.0,1,130.0,Someone Like You,Adele,0.33,0.5589999999999999,0.0975,0.285,135.109,0.0,0.892,79.0,['pop']
Female,18 - 30,1 - 2,1,5,4,6,6,Unfaithful Rihanna,No,130,22,1.0,2,130.0,Unfaithful,Rihanna,0.391,0.588,0.22699999999999998,0.349,144.069,0.0,0.8390000000000001,74.0,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']"
Female,18 - 30,1 - 2,1,5,4,6,6,Say my name Beyonce,No,130,22,1.0,3,130.0,Say My Name - Live,Beyoncé,0.871,0.503,0.823,0.44799999999999995,137.164,0.0,0.306,48.0,"['dance pop', 'pop', 'post-teen pop', 'r&b']"
Female,18 - 30,1 - 2,5,6,4,4,5,No Problems Chance the Rapper,No,131,24,1.0,2,131.0,No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,0.795,0.652,0.12300000000000001,0.7879999999999999,135.018,0.0,0.156,69.0,"['canadian pop', 'pop']"
Female,18 - 30,1 - 2,5,6,4,4,5,Luv Tory Lanez,No,131,24,1.0,3,200.0,LUV,Tory Lanez,0.528,0.539,0.11699999999999999,0.252,190.169,0.0,0.0108,71.0,"['canadian hip hop', 'hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music']"
Male,18 - 30,2+,0,3,2,2,0,Folger Crystals J.Cole,No,132,7,0.0,1,132.0,Folgers Crystals,J. Cole,0.742,0.884,0.127,0.8490000000000001,109.98200000000001,0.0,0.35700000000000004,48.0,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']"
Male,18 - 30,2+,0,3,2,2,0,Love Yourz J.Cole,No,132,7,0.0,2,132.0,Love Yourz,J. Cole,0.623,0.502,0.11900000000000001,0.39899999999999997,75.578,0.0,0.609,72.0,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']"
Male,18 - 30,2+,0,3,2,2,0,Bas My nigga just made bail ft. J. Cole,No,132,7,0.0,3,132.0,My Nigga Just Made Bail,Bas,0.619,0.8140000000000001,0.0829,0.625,124.073,0.0,0.607,48.0,"['permanent wave', 'punk']"
Male,18 - 30,1 - 2,4,1,2,4,5,Deadmau5 Arguru (EDXs 5un5hine Remix),Yes,133,16,1.0,1,133.0,Arguru - EDX's 5un5hine Remix,deadmau5,0.602,0.778,0.0738,0.664,127.99799999999999,0.9009999999999999,0.00119,16.0,"['big room', 'edm', 'electro house', 'progressive house']"
Male,18 - 30,1 - 2,4,1,2,4,5,Feed Me & Tasha Baxter Ebb & Flow,Yes,133,16,1.0,2,133.0,Ebb & Flow,Feed Me,0.8690000000000001,0.605,0.0986,0.36,140.032,0.00479,0.0309,29.0,"['brostep', 'catstep', 'complextro', 'edm', 'electro house', 'filthstep']"
Male,18 - 30,1 - 2,4,1,2,4,5,Posij Empty Lungs,Yes,133,16,1.0,3,133.0,Empty Lungs,Posij,0.758,0.8109999999999999,0.163,0.491,139.94,0.7709999999999999,0.0015,11.0,[]
Male,18 - 30,1 - 2,3,2,4,3,2,Whistle for the Choir The Fratellis,Yes,134,14,0.0,1,134.0,Whistle For The Choir,The Fratellis,0.6859999999999999,0.579,0.0876,0.7609999999999999,131.634,0.0,0.0591,51.0,"['alternative rock', 'garage rock', 'indie rock', 'modern rock', 'rock', 'scottish rock']"
Male,18 - 30,1 - 2,3,2,4,3,2,Too Good Drake,Yes,134,14,0.0,2,183.0,Too Good,Drake,0.6409999999999999,0.82,0.102,0.395,117.97399999999999,5.07e-05,0.0662,77.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
Male,18 - 30,1 - 2,3,2,4,3,2,Skinny Love Bon Iver,Yes,134,14,0.0,3,134.0,Skinny Love,Bon Iver,0.263,0.593,0.127,0.109,76.37899999999998,5.36e-06,0.8440000000000001,73.0,"['chamber pop', 'folk-pop', 'indie folk', 'indie pop', 'melancholia', 'slow core', 'stomp and holler']"
